"UTLA20CD","UTLA20NM","LSOA11CD","LSOA11NM","NOMIS Code"
"E06000058","Bournemouth, Christchurch and Poole","E01015299","Bournemouth 020D",1249917433
"E06000058","Bournemouth, Christchurch and Poole","E01015300","Bournemouth 020E",1249917434
"E06000058","Bournemouth, Christchurch and Poole","E01015301","Bournemouth 001A",1249917435
"E06000058","Bournemouth, Christchurch and Poole","E01015302","Bournemouth 002A",1249917436
"E06000058","Bournemouth, Christchurch and Poole","E01015303","Bournemouth 001B",1249917437
"E06000058","Bournemouth, Christchurch and Poole","E01015304","Bournemouth 002B",1249917438
"E06000058","Bournemouth, Christchurch and Poole","E01015305","Bournemouth 001C",1249917439
"E06000058","Bournemouth, Christchurch and Poole","E01015306","Bournemouth 001D",1249917440
"E06000058","Bournemouth, Christchurch and Poole","E01015307","Bournemouth 005A",1249917441
"E06000058","Bournemouth, Christchurch and Poole","E01015308","Bournemouth 002C",1249917442
"E06000058","Bournemouth, Christchurch and Poole","E01015309","Bournemouth 005B",1249917443
"E06000058","Bournemouth, Christchurch and Poole","E01015310","Bournemouth 007A",1249917444
"E06000058","Bournemouth, Christchurch and Poole","E01015311","Bournemouth 002D",1249917445
"E06000058","Bournemouth, Christchurch and Poole","E01015312","Bournemouth 005C",1249917446
"E06000058","Bournemouth, Christchurch and Poole","E01015313","Bournemouth 005D",1249917447
"E06000058","Bournemouth, Christchurch and Poole","E01015314","Bournemouth 011A",1249917448
"E06000058","Bournemouth, Christchurch and Poole","E01015315","Bournemouth 011B",1249917449
"E06000058","Bournemouth, Christchurch and Poole","E01015316","Bournemouth 014A",1249917450
"E06000058","Bournemouth, Christchurch and Poole","E01015317","Bournemouth 014B",1249917451
"E06000058","Bournemouth, Christchurch and Poole","E01015318","Bournemouth 011C",1249917452
"E06000058","Bournemouth, Christchurch and Poole","E01015319","Bournemouth 011D",1249917453
"E06000058","Bournemouth, Christchurch and Poole","E01015320","Bournemouth 006A",1249917454
"E06000058","Bournemouth, Christchurch and Poole","E01015321","Bournemouth 009A",1249917455
"E06000058","Bournemouth, Christchurch and Poole","E01015322","Bournemouth 010A",1249917456
"E06000058","Bournemouth, Christchurch and Poole","E01015424","Poole 016B",1249917557
"E06000058","Bournemouth, Christchurch and Poole","E01015324","Bournemouth 006C",1249917458
"E06000058","Bournemouth, Christchurch and Poole","E01015391","Poole 010B",1249917524
"E06000058","Bournemouth, Christchurch and Poole","E01015392","Poole 010C",1249917525
"E06000058","Bournemouth, Christchurch and Poole","E01015393","Poole 010D",1249917526
"E06000058","Bournemouth, Christchurch and Poole","E01015394","Poole 010E",1249917527
"E06000058","Bournemouth, Christchurch and Poole","E01015395","Poole 003A",1249917528
"E06000058","Bournemouth, Christchurch and Poole","E01015396","Poole 003B",1249917529
"E06000058","Bournemouth, Christchurch and Poole","E01015397","Poole 003C",1249917530
"E06000058","Bournemouth, Christchurch and Poole","E01015398","Poole 003D",1249917531
"E06000058","Bournemouth, Christchurch and Poole","E01015399","Poole 003E",1249917532
"E06000058","Bournemouth, Christchurch and Poole","E01015400","Poole 003F",1249917533
"E06000058","Bournemouth, Christchurch and Poole","E01015401","Poole 003G",1249917534
"E06000058","Bournemouth, Christchurch and Poole","E01015402","Poole 018A",1249917535
"E06000058","Bournemouth, Christchurch and Poole","E01015403","Poole 018B",1249917536
"E06000058","Bournemouth, Christchurch and Poole","E01015404","Poole 018C",1249917537
"E06000058","Bournemouth, Christchurch and Poole","E01015405","Poole 018D",1249917538
"E06000058","Bournemouth, Christchurch and Poole","E01015406","Poole 018E",1249917539
"E06000058","Bournemouth, Christchurch and Poole","E01015407","Poole 005A",1249917540
"E06000058","Bournemouth, Christchurch and Poole","E01015408","Poole 005B",1249917541
"E06000058","Bournemouth, Christchurch and Poole","E01015409","Poole 005C",1249917542
"E06000058","Bournemouth, Christchurch and Poole","E01015410","Poole 005D",1249917543
"E06000058","Bournemouth, Christchurch and Poole","E01015411","Poole 005E",1249917544
"E06000058","Bournemouth, Christchurch and Poole","E01015412","Poole 004A",1249917545
"E06000058","Bournemouth, Christchurch and Poole","E01015413","Poole 004B",1249917546
"E06000058","Bournemouth, Christchurch and Poole","E01015414","Poole 004C",1249917547
"E06000058","Bournemouth, Christchurch and Poole","E01015415","Poole 004D",1249917548
"E06000058","Bournemouth, Christchurch and Poole","E01015416","Poole 004E",1249917549
"E06000058","Bournemouth, Christchurch and Poole","E01015417","Poole 006A",1249917550
"E06000058","Bournemouth, Christchurch and Poole","E01015418","Poole 006B",1249917551
"E06000058","Bournemouth, Christchurch and Poole","E01015419","Poole 006C",1249917552
"E06000058","Bournemouth, Christchurch and Poole","E01015420","Poole 006D",1249917553
"E06000058","Bournemouth, Christchurch and Poole","E01015421","Poole 006E",1249917554
"E06000058","Bournemouth, Christchurch and Poole","E01015422","Poole 006F",1249917555
"E06000058","Bournemouth, Christchurch and Poole","E01015423","Poole 016A",1249917556
"E06000058","Bournemouth, Christchurch and Poole","E01015425","Poole 016C",1249917558
"E06000058","Bournemouth, Christchurch and Poole","E01015325","Bournemouth 006D",1249917459
"E06000058","Bournemouth, Christchurch and Poole","E01015426","Poole 016D",1249917559
"E06000058","Bournemouth, Christchurch and Poole","E01015326","Bournemouth 013A",1249917460
"E06000058","Bournemouth, Christchurch and Poole","E01015427","Poole 014A",1249917560
"E06000058","Bournemouth, Christchurch and Poole","E01015327","Bournemouth 015D",1249917461
"E06000058","Bournemouth, Christchurch and Poole","E01015428","Poole 014B",1249917561
"E06000058","Bournemouth, Christchurch and Poole","E01015429","Poole 014C",1249917562
"E06000058","Bournemouth, Christchurch and Poole","E01015328","Bournemouth 017E",1249917462
"E06000058","Bournemouth, Christchurch and Poole","E01015430","Poole 014D",1249917563
"E06000058","Bournemouth, Christchurch and Poole","E01015329","Bournemouth 015E",1249917463
"E06000058","Bournemouth, Christchurch and Poole","E01015431","Poole 001A",1249917564
"E06000058","Bournemouth, Christchurch and Poole","E01015330","Bournemouth 010B",1249917464
"E06000058","Bournemouth, Christchurch and Poole","E01015432","Poole 001B",1249917565
"E06000058","Bournemouth, Christchurch and Poole","E01015331","Bournemouth 013B",1249917465
"E06000058","Bournemouth, Christchurch and Poole","E01015433","Poole 001C",1249917566
"E06000058","Bournemouth, Christchurch and Poole","E01015332","Bournemouth 003A",1249917466
"E06000058","Bournemouth, Christchurch and Poole","E01015434","Poole 001D",1249917567
"E06000058","Bournemouth, Christchurch and Poole","E01015333","Bournemouth 003B",1249917467
"E06000058","Bournemouth, Christchurch and Poole","E01015435","Poole 002B",1249917568
"E06000058","Bournemouth, Christchurch and Poole","E01015334","Bournemouth 003C",1249917468
"E06000058","Bournemouth, Christchurch and Poole","E01015436","Poole 002C",1249917569
